Year,Month,Month Code,District Code,District,Number of Intercepts,Federally Participating Family Assistance Intercepts,Federally Participating Safety Net Non-Cash Intercepts,Federally Non-Participating Predetermined Grant/Aid to Dependent Children Intercepts,Federally Non-Participating Safety Net Cash Intercepts,Federally Non-Participating Safety Net Non-Cash Intercepts,Emergency Assistance for Families Intercepts,Excess Intercepts
2021,APRIL,4,1,Albany,14,3319.98,0,0,1200,802.78,2667.1,43223.58
2021,APRIL,4,2,Allegany,1,2500,0,0,0,0,0,7500
2021,APRIL,4,3,Broome,6,1619.72,0,0,1028,350,66.75,12070.65
2021,APRIL,4,4,Cattaraugus,0,0,0,0,0,0,0,0
2021,APRIL,4,5,Cayuga,2,5867.4,0,0,0,0,63.6,28362.76
2021,APRIL,4,6,Chautauqua,3,107,0,0,500,0,709,4788.28
2021,APRIL,4,7,Chemung,0,0,0,0,0,0,0,0
2021,APRIL,4,8,Chenango,1,1000,0,0,0,0,0,3000
2021,APRIL,4,9,Clinton,0,0,0,0,0,0,0,0
2021,APRIL,4,10,Columbia,3,946.82,0,0,1250,0,0,6590.45
2021,APRIL,4,11,Cortland,3,0,0,0,4519.03,5480.97,734.06,34500
2021,APRIL,4,12,Delaware,0,0,0,0,0,0,0,0
2021,APRIL,4,13,Dutchess,2,0,0,0,3750,0,0,11250
2021,APRIL,4,14,Erie,36,6472.96,0,0,17313.62,1823.84,1217.67,104020.08
2021,APRIL,4,15,Essex,0,0,0,0,0,0,0,0
2021,APRIL,4,16,Franklin,0,0,0,0,0,0,0,0
2021,APRIL,4,17,Fulton,1,0,0,0,0,0,67,1477.5
2021,APRIL,4,18,Genesee,3,1898.17,0,0,0,0,0,5694.5
2021,APRIL,4,19,Greene,0,0,0,0,0,0,0,0
2021,APRIL,4,20,Hamilton,0,0,0,0,0,0,0,0
2021,APRIL,4,21,Herkimer,0,0,0,0,0,0,0,0
2021,APRIL,4,22,Jefferson,2,662,0,0,400,0,0,101862
2021,APRIL,4,23,Lewis,0,0,0,0,0,0,0,0
2021,APRIL,4,24,Livingston,5,421.92,0,0,1005,1103,0,10585.36
2021,APRIL,4,25,Madison,0,0,0,0,0,0,0,0
2021,APRIL,4,26,Monroe,85,13237.08,1945.2,0,17177.64,15153.11,2678.53,187848.76
2021,APRIL,4,27,Montgomery,3,469,0,0,245.8,0,371,13214.8
2021,APRIL,4,28,Nassau,21,13501.08,0,0,6795.12,6304.25,638.5,96569.8
2021,APRIL,4,29,Niagara,0,0,0,0,0,0,0,0
2021,APRIL,4,30,Oneida,14,5107.66,233.74,0,2352.83,139.81,705.5,28065.93
2021,APRIL,4,31,Onondaga,6,2516.96,0,0,3700,0,0,22322.76
2021,APRIL,4,32,Ontario,10,2066.42,0,0,1292,400,732.6,16565.65
2021,APRIL,4,33,Orange,3,269.61,0,0,1500,0,331.63,6216.21
2021,APRIL,4,34,Orleans,5,976.7,0,0,1022,0,60,9638.71
2021,APRIL,4,35,Oswego,3,0,0,0,2080,420.81,0,10342.42
2021,APRIL,4,36,Otsego,0,0,0,0,0,0,0,0
2021,APRIL,4,37,Putnam,0,0,0,0,0,0,0,0
2021,APRIL,4,38,Rensselaer,9,1360,0,0,2361.5,960.38,225,19260.86
2021,APRIL,4,39,Rockland,6,528.75,0,0,720.35,1018.35,311,8213.71
2021,APRIL,4,40,St. Lawrence,0,0,0,0,0,0,0,0
2021,APRIL,4,41,Saratoga,2,536.65,0,0,545,0,0,3298.95
2021,APRIL,4,42,Schenectady,8,922.95,0,0,589.7,384.75,2164.09,16571.79
2021,APRIL,4,43,Schoharie,1,0,0,0,0,407.82,0,1223.45
2021,APRIL,4,44,Schuyler,0,0,0,0,0,0,0,0
2021,APRIL,4,45,Seneca,1,0,0,0,449.2,0,0,1347.6
2021,APRIL,4,46,Steuben,1,451,0,0,0,0,0,3352
2021,APRIL,4,47,Suffolk,72,20351.04,0,0,15249.44,10317.59,3733.13,189330.12
2021,APRIL,4,48,Sullivan,0,0,0,0,0,0,0,0
2021,APRIL,4,49,Tioga,0,0,0,0,0,0,0,0
2021,APRIL,4,50,Tompkins,2,0,0,0,400,423,0,2469
2021,APRIL,4,51,Ulster,2,0,0,0,2250,0,0,6750
2021,APRIL,4,52,Warren,1,0,0,0,0,2500,0,7500
2021,APRIL,4,53,Washington,0,0,0,0,0,0,0,0
2021,APRIL,4,54,Wayne,5,3245,0,0,705.63,0,0,11999.38
2021,APRIL,4,55,Westchester,44,5310.32,0,0,11998.19,4356.92,3670.96,98513.39
2021,APRIL,4,56,Wyoming,3,938.74,0,0,0,0,89.45,3616.44
2021,APRIL,4,57,Yates,0,0,0,0,0,0,0,0
2021,APRIL,4,66,New York City,852,137548.3,0,22,334183.46,44847.2,68550.32,2086185.81
2021,MARCH,3,1,Albany,6,1928.36,0,0,243,5966,613,0
2021,MARCH,3,2,Allegany,1,0,0,0,113,0,0,0
2021,MARCH,3,3,Broome,4,165,0,0,2373.5,1762,285,0
2021,MARCH,3,4,Cattaraugus,0,0,0,0,0,0,0,0
2021,MARCH,3,5,Cayuga,2,1250,0,0,706.32,0,0,0
2021,MARCH,3,6,Chautauqua,1,0,0,0,0,0,79,0
2021,MARCH,3,7,Chemung,2,69,0,0,575,0,0,0
2021,MARCH,3,8,Chenango,0,0,0,0,0,0,0,0
2021,MARCH,3,9,Clinton,2,146,0,0,255,0,0,0
2021,MARCH,3,10,Columbia,1,0,0,0,485.25,0,0,0
2021,MARCH,3,11,Cortland,2,0,0,0,361.5,0,108,0
2021,MARCH,3,12,Delaware,1,0,0,0,0,0,375,0
2021,MARCH,3,13,Dutchess,3,0,0,0,1350,400,0,0
2021,MARCH,3,14,Erie,40,12273.69,0,0,8171.89,5571.12,168.15,0
2021,MARCH,3,15,Essex,1,0,0,0,350,0,0,0
2021,MARCH,3,16,Franklin,0,0,0,0,0,0,0,0
2021,MARCH,3,17,Fulton,4,927,0,0,347.67,0,572,0
2021,MARCH,3,18,Genesee,0,0,0,0,0,0,0,0
2021,MARCH,3,19,Greene,1,475,0,0,0,0,0,0
2021,MARCH,3,20,Hamilton,1,420.66,0,0,0,0,0,0
2021,MARCH,3,21,Herkimer,0,0,0,0,0,0,0,0
2021,MARCH,3,22,Jefferson,2,450,0,0,312.5,0,0,0
2021,MARCH,3,23,Lewis,0,0,0,0,0,0,0,0
2021,MARCH,3,24,Livingston,11,3320.92,0,0,667.42,6.66,500,0
2021,MARCH,3,25,Madison,3,0,0,0,154,307.24,208,0
2021,MARCH,3,26,Monroe,95,15012.3,1319.92,0,21926.06,11152.81,6415.67,0
2021,MARCH,3,27,Montgomery,1,0,0,0,0,0,393.5,0
2021,MARCH,3,28,Nassau,24,2989.53,0,0,9352.12,260.25,665,0
2021,MARCH,3,29,Niagara,3,311.33,0,0,1250,0,409.67,0
2021,MARCH,3,30,Oneida,9,688.08,0,0,927.77,58,856.05,0
2021,MARCH,3,31,Onondaga,3,300.49,0,0,1250,0,0,0
2021,MARCH,3,32,Ontario,8,915.85,0,0,1451.13,0,304.75,138.25
2021,MARCH,3,33,Orange,9,2211.69,0,0,1111,2532.5,318,0
2021,MARCH,3,34,Orleans,1,500,0,0,0,0,0,0
2021,MARCH,3,35,Oswego,2,0,0,0,0,1250,390.48,0
2021,MARCH,3,36,Otsego,2,0,0,0,218.63,0,0,217.63
2021,MARCH,3,37,Putnam,2,857.38,0,0,0,0,0,0
2021,MARCH,3,38,Rensselaer,7,1825.68,0,0,1580.5,350,345,0
2021,MARCH,3,39,Rockland,6,326.93,0,0,877.25,0,1085,0
2021,MARCH,3,40,St. Lawrence,2,0,0,0,0,310,81,0
2021,MARCH,3,41,Saratoga,9,363.13,0,0,2022,0,788.97,342.42
2021,MARCH,3,42,Schenectady,2,0,0,0,541,0,379,0
2021,MARCH,3,43,Schoharie,1,0,0,0,528.18,0,0,0
2021,MARCH,3,44,Schuyler,1,0,0,0,470,0,0,0
2021,MARCH,3,45,Seneca,0,0,0,0,0,0,0,0
2021,MARCH,3,46,Steuben,1,0,0,0,340.74,0,0,0
2021,MARCH,3,47,Suffolk,83,9141.55,0,0,18273.4,5161.26,4182.83,309.99
2021,MARCH,3,48,Sullivan,1,179.82,0,0,23.99,0,0,0
2021,MARCH,3,49,Tioga,0,0,0,0,0,0,0,0
2021,MARCH,3,50,Tompkins,3,177.7,0,0,1662.3,368,562.5,0
2021,MARCH,3,51,Ulster,6,1800,0,0,1373.7,0,92,0
2021,MARCH,3,52,Warren,2,581.37,0,0,419.35,0,80.65,0
2021,MARCH,3,53,Washington,2,0,0,0,0,0,430,0
2021,MARCH,3,54,Wayne,0,0,0,0,0,0,0,0
2021,MARCH,3,55,Westchester,35,4481.97,0,0,10380.18,1536.31,3517.39,327.74
2021,MARCH,3,56,Wyoming,0,0,0,0,0,0,0,0
2021,MARCH,3,57,Yates,0,0,0,0,0,0,0,0
2021,MARCH,3,66,New York City,837,141647.73,28.77,0,292781.16,38870.59,80176.05,1499.97
2021,February,2,1,Albany,8,1856.43,0,0,2793.13,3759.5,370.87,0
2021,February,2,2,Allegany,0,0,0,0,0,0,0,0
2021,February,2,3,Broome,4,363.5,0,0,400,0,173.25,0
2021,February,2,4,Cattaraugus,0,0,0,0,0,0,0,0
2021,February,2,5,Cayuga,1,0,0,0,1051,0,0,0
2021,February,2,6,Chautauqua,2,609.59,0,0,750,0,390.41,0
2021,February,2,7,Chemung,1,400,0,0,600,0,0,0
2021,February,2,8,Chenango,1,0,0,0,0,0,174,0
2021,February,2,9,Clinton,0,0,0,0,0,0,0,0
2021,February,2,10,Columbia,0,0,0,0,0,0,0,0
2021,February,2,11,Cortland,0,0,0,0,0,0,0,0
2021,February,2,12,Delaware,1,0,0,0,417,0,0,0
2021,February,2,13,Dutchess,3,470.5,0,0,1897,0,0,0
2021,February,2,14,Erie,26,5324.2,0,0,9901.38,3006.92,769,0
2021,February,2,15,Essex,1,0,0,0,0,0,141,0
2021,February,2,16,Franklin,0,0,0,0,0,0,0,0
2021,February,2,17,Fulton,0,0,0,0,0,0,0,0
2021,February,2,18,Genesee,0,0,0,0,0,0,0,0
2021,February,2,19,Greene,0,0,0,0,0,0,0,0
2021,February,2,20,Hamilton,0,0,0,0,0,0,0,0
2021,February,2,21,Herkimer,0,0,0,0,0,0,0,0
2021,February,2,22,Jefferson,2,0,0,0,0,1600,0,0
2021,February,2,23,Lewis,0,0,0,0,0,0,0,0
2021,February,2,24,Livingston,4,0,0,0,1645,0,152,0
2021,February,2,25,Madison,1,2500,0,0,0,0,0,0
2021,February,2,26,Monroe,64,9170.16,0,0,11858.42,6927.87,2492.79,400.76
2021,February,2,27,Montgomery,1,0,0,0,0,0,227,0
2021,February,2,28,Nassau,20,3096,0,0,7732.1,2413,961.5,0
2021,February,2,29,Niagara,3,542.6,0,0,0,500,0,0
2021,February,2,30,Oneida,8,2449.96,0,0,1655.83,0,387.73,0
2021,February,2,31,Onondaga,5,1838.97,0,0,1663.7,0,825.33,0
2021,February,2,32,Ontario,5,1000,0,0,5387.11,0,0,0
2021,February,2,33,Orange,1,0,0,0,2500,0,0,0
2021,February,2,34,Orleans,4,674,0,0,0,2750,0,0
2021,February,2,35,Oswego,1,0,0,0,0,0,114,0
2021,February,2,36,Otsego,1,0,0,0,73.87,0,0,0
2021,February,2,37,Putnam,2,0,0,0,1416.25,0,0,0
2021,February,2,38,Rensselaer,3,959.5,0,0,723.15,1250,437.5,0
2021,February,2,39,Rockland,3,0,0,0,1414.22,337.5,0,0
2021,February,2,40,St. Lawrence,2,122,0,0,1000,0,0,0
2021,February,2,41,Saratoga,3,0,0,0,749.5,0,291,0
2021,February,2,42,Schenectady,8,5088.72,0,0,955.93,664.64,1242.35,0
2021,February,2,43,Schoharie,1,846.65,0,0,0,0,153.35,0
2021,February,2,44,Schuyler,0,0,0,0,0,0,0,0
2021,February,2,45,Seneca,0,0,0,0,0,0,0,0
2021,February,2,46,Steuben,2,0,0,0,943,0,0,0
2021,February,2,47,Suffolk,40,9183.8,0,0,11846.05,2448.38,631.66,0
2021,February,2,48,Sullivan,0,0,0,0,0,0,0,0
2021,February,2,49,Tioga,0,0,0,0,0,0,0,0
2021,February,2,50,Tompkins,1,0,0,0,0,328.5,0,0
2021,February,2,51,Ulster,1,0.88,0,0,0,0,148.12,0
2021,February,2,52,Warren,2,0,0,0,853.1,0,0,0
2021,February,2,53,Washington,1,0,0,0,325,0,0,0
2021,February,2,54,Wayne,1,0,0,0,363.46,0,0,0
2021,February,2,55,Westchester,35,5048.76,370,0,10456.38,4052.43,2659.72,0
2021,February,2,56,Wyoming,1,0,0,0,765,0,0,0
2021,February,2,57,Yates,0,0,0,0,0,0,0,0
2021,February,2,66,New York City,520,55486.71,0,12.03,273407.21,44244.6,56371.52,601.62
2021,January,1,1,Albany,10,1640.43,0,0,2986.25,2500,748,0
2021,January,1,2,Allegany,1,0,0,0,1000,0,0,0
2021,January,1,3,Broome,4,1250,0,0,1000,1751,0,0
2021,January,1,4,Cattaraugus,0,0,0,0,0,0,0,0
2021,January,1,5,Cayuga,1,0,0,0,900,0,0,0
2021,January,1,6,Chautauqua,6,1905.58,0,0,1531.73,684.26,0,0
2021,January,1,7,Chemung,0,0,0,0,0,0,0,0
2021,January,1,8,Chenango,0,0,0,0,0,0,0,0
2021,January,1,9,Clinton,0,0,0,0,0,0,0,0
2021,January,1,10,Columbia,1,482.75,0,0,0,0,0,0
2021,January,1,11,Cortland,2,71.71,0,0,580,0,464.29,0
2021,January,1,12,Delaware,1,0,0,0,892.63,0,0,0
2021,January,1,13,Dutchess,2,0,0,0,1489,0,0,0
2021,January,1,14,Erie,14,3555.98,0,0,3105.09,683.75,666,0
2021,January,1,15,Essex,0,0,0,0,0,0,0,0
2021,January,1,16,Franklin,0,0,0,0,0,0,0,0
2021,January,1,17,Fulton,1,0,0,0,0,0,1000,0
2021,January,1,18,Genesee,2,44.16,0,0,372.25,0,172.84,0
2021,January,1,19,Greene,2,1585,0,0,0,0,0,0
2021,January,1,20,Hamilton,0,0,0,0,0,0,0,0
2021,January,1,21,Herkimer,1,319.5,0,0,0,0,0,0
2021,January,1,22,Jefferson,1,0,0,0,405,0,0,0
2021,January,1,23,Lewis,0,0,0,0,0,0,0,0
2021,January,1,24,Livingston,4,310,0,0,1880.86,1187.64,0,0
2021,January,1,25,Madison,0,0,0,0,0,0,0,0
2021,January,1,26,Monroe,48,5699.19,0,0,14418.01,8837.46,601.72,287.37
2021,January,1,27,Montgomery,3,1533.87,0,0,1499.66,0,198.47,0
2021,January,1,28,Nassau,25,1474.22,0,0,15700.97,1380.86,350.5,504
2021,January,1,29,Niagara,0,0,0,0,0,0,0,0
2021,January,1,30,Oneida,7,950.81,795.55,0,626.74,408.83,342,0
2021,January,1,31,Onondaga,5,145,0,0,460,1048.4,148,0
2021,January,1,32,Ontario,3,760.04,0,0,886.13,0,0,0
2021,January,1,33,Orange,2,0,0,0,1705.31,0,0.69,0
2021,January,1,34,Orleans,3,746.51,0,0,1213.37,0,0,0
2021,January,1,35,Oswego,2,1250,0,0,378.25,0,0,0
2021,January,1,36,Otsego,0,0,0,0,0,0,0,0
2021,January,1,37,Putnam,0,0,0,0,0,0,0,0
2021,January,1,38,Rensselaer,2,400,0,0,456,0,0,0
2021,January,1,39,Rockland,3,0,0,0,2214,475,0,0
2021,January,1,40,St. Lawrence,0,0,0,0,0,0,0,0
2021,January,1,41,Saratoga,2,0,0,0,205,0,398,0
2021,January,1,42,Schenectady,5,0,0,0,1698,0,0,0
2021,January,1,43,Schoharie,2,0,0,0,350,422.92,0,0
2021,January,1,44,Schuyler,0,0,0,0,0,0,0,0
2021,January,1,45,Seneca,0,0,0,0,0,0,0,0
2021,January,1,46,Steuben,1,114,0,0,0,373.5,0,0
2021,January,1,47,Suffolk,65,10252.5,0,0,15534.47,3855.42,1565.19,354.9
2021,January,1,48,Sullivan,1,0,0,0,590,0,0,0
2021,January,1,49,Tioga,0,0,0,0,0,0,0,0
2021,January,1,50,Tompkins,1,0,0,0,0,352.5,0,0
2021,January,1,51,Ulster,2,0,0,0,2837,0,0,0
2021,January,1,52,Warren,1,0,0,0,0,0,174,0
2021,January,1,53,Washington,0,0,0,0,0,0,0,0
2021,January,1,54,Wayne,1,546,0,0,0,0,0,0
2021,January,1,55,Westchester,20,2697.44,0,0,5626.61,1039,848.75,298.68
2021,January,1,56,Wyoming,0,0,0,0,0,0,0,0
2021,January,1,57,Yates,0,0,0,0,0,0,0,0
2021,January,1,66,New York City,533,65365.52,0,0,196965,25755.83,57710.48,2427.25
2020,DECEMBER,12,1,Albany,8,1061.57,116.41,0,1250,1402,579.12,137.7
2020,DECEMBER,12,2,Allegany,0,0,0,0,0,0,0,0
2020,DECEMBER,12,3,Broome,0,0,0,0,0,0,0,0
2020,DECEMBER,12,4,Cattaraugus,0,0,0,0,0,0,0,0
2020,DECEMBER,12,5,Cayuga,0,0,0,0,0,0,0,0
2020,DECEMBER,12,6,Chautauqua,2,500,0,0,0,0,500,0
2020,DECEMBER,12,7,Chemung,5,70,0,0,0,542.75,512,0
2020,DECEMBER,12,8,Chenango,0,0,0,0,0,0,0,0
2020,DECEMBER,12,9,Clinton,1,0,0,0,359,0,0,0
2020,DECEMBER,12,10,Columbia,0,0,0,0,0,0,0,0
2020,DECEMBER,12,11,Cortland,1,0,0,0,0,0,600,0
2020,DECEMBER,12,12,Delaware,0,0,0,0,0,0,0,0
2020,DECEMBER,12,13,Dutchess,1,0,0,0,0,1000,0,0
2020,DECEMBER,12,14,Erie,24,7105.55,0,0,2850.43,6340.65,1664.4,0
2020,DECEMBER,12,15,Essex,0,0,0,0,0,0,0,0
2020,DECEMBER,12,16,Franklin,0,0,0,0,0,0,0,0
2020,DECEMBER,12,17,Fulton,0,0,0,0,0,0,0,0
2020,DECEMBER,12,18,Genesee,1,0,797,0,0,0,0,0
2020,DECEMBER,12,19,Greene,2,238,0,0,0,810,0,0
2020,DECEMBER,12,20,Hamilton,0,0,0,0,0,0,0,0
2020,DECEMBER,12,21,Herkimer,1,0,0,0,0,417.5,0,0
2020,DECEMBER,12,22,Jefferson,2,0,0,0,0,3000,0,0
2020,DECEMBER,12,23,Lewis,0,0,0,0,0,0,0,0
2020,DECEMBER,12,24,Livingston,3,247,0,0,460,0,906,0
2020,DECEMBER,12,25,Madison,0,0,0,0,0,0,0,0
2020,DECEMBER,12,26,Monroe,52,9950.69,1790.46,0,4669.47,14004.32,342.17,363.5
2020,DECEMBER,12,27,Montgomery,0,0,0,0,0,0,0,0
2020,DECEMBER,12,28,Nassau,25,5623.11,0,0,820,8409.67,3516.68,0
2020,DECEMBER,12,29,Niagara,4,0,0,0,620.25,522.98,300,0
2020,DECEMBER,12,30,Oneida,5,344.27,0,0,0,1166.44,372,0
2020,DECEMBER,12,31,Onondaga,4,2500,0,0,0,612.75,0,0
2020,DECEMBER,12,32,Ontario,3,123.32,0,0,0,207,352.49,0
2020,DECEMBER,12,33,Orange,4,1808.14,0,0,0,1250,0,0
2020,DECEMBER,12,34,Orleans,1,1385.36,0,0,0,0,116.7,0
2020,DECEMBER,12,35,Oswego,1,0,0,0,0,0,194,0
2020,DECEMBER,12,36,Otsego,0,0,0,0,0,0,0,0
2020,DECEMBER,12,37,Putnam,0,0,0,0,0,0,0,0
2020,DECEMBER,12,38,Rensselaer,4,151,0,0,498.4,0,185.55,0
2020,DECEMBER,12,39,Rockland,4,2944.14,0,0,2055.86,0,533,0
2020,DECEMBER,12,40,St. Lawrence,1,0,0,0,0,394,0,0
2020,DECEMBER,12,41,Saratoga,0,0,0,0,0,0,0,0
2020,DECEMBER,12,42,Schenectady,10,4908.48,0,0,0,1065.15,0,0
2020,DECEMBER,12,43,Schoharie,0,0,0,0,0,0,0,0
2020,DECEMBER,12,44,Schuyler,0,0,0,0,0,0,0,0
2020,DECEMBER,12,45,Seneca,0,0,0,0,0,0,0,0
2020,DECEMBER,12,46,Steuben,0,0,0,0,0,0,0,0
2020,DECEMBER,12,47,Suffolk,42,5051.2,0,0,5445.43,11562.07,2029.5,596.14
2020,DECEMBER,12,48,Sullivan,3,1925.86,0,0,0,360,0,0
2020,DECEMBER,12,49,Tioga,0,0,0,0,0,0,0,0
2020,DECEMBER,12,50,Tompkins,2,0,0,0,789.69,0,0,0
2020,DECEMBER,12,51,Ulster,2,2072.96,301.75,0,253.71,1556.01,0,484.57
2020,DECEMBER,12,52,Warren,0,0,0,0,0,0,0,0
2020,DECEMBER,12,53,Washington,1,0,0,0,0,0,531,0
2020,DECEMBER,12,54,Wayne,0,0,0,0,0,0,0,0
2020,DECEMBER,12,55,Westchester,19,2962.81,0,0,369,7819.96,1320.69,0
2020,DECEMBER,12,56,Wyoming,0,0,0,0,0,0,0,0
2020,DECEMBER,12,57,Yates,0,0,0,0,0,0,0,0
2020,DECEMBER,12,66,New York City,475,56259.21,0,0,37524.01,216194.07,52882.5,294.03
2020,NOVEMBER,11,1,Albany,11,8288.15,0,0,323.72,120.75,1099.69,0
2020,NOVEMBER,11,2,Allegany,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,3,Broome,4,500,0,0,942,2410,0,0
2020,NOVEMBER,11,4,Cattaraugus,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,5,Cayuga,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,6,Chautauqua,2,401.25,0,0,3000,0,0,0
2020,NOVEMBER,11,7,Chemung,1,0,0,0,0,550,0,0
2020,NOVEMBER,11,8,Chenango,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,9,Clinton,1,500,0,0,0,0,0,0
2020,NOVEMBER,11,10,Columbia,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,11,Cortland,1,25,0,0,0,0,525,0
2020,NOVEMBER,11,12,Delaware,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,13,Dutchess,3,350,0,0,0,973.5,0,0
2020,NOVEMBER,11,14,Erie,23,8124.87,0,0,11922.5,1561,455,0
2020,NOVEMBER,11,15,Essex,1,0,0,0,561.36,0,0,0
2020,NOVEMBER,11,16,Franklin,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,17,Fulton,1,0,0,0,325,0,0,0
2020,NOVEMBER,11,18,Genesee,1,148,0,0,0,0,0,0
2020,NOVEMBER,11,19,Greene,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,20,Hamilton,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,21,Herkimer,1,0,0,0,0,0,100,0
2020,NOVEMBER,11,22,Jefferson,2,0,0,0,223,0,162,0
2020,NOVEMBER,11,23,Lewis,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,24,Livingston,1,428.36,0,0,0,0,0,0
2020,NOVEMBER,11,25,Madison,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,26,Monroe,49,4315.66,422.45,0,12047.35,10463.3,1602.36,0
2020,NOVEMBER,11,27,Montgomery,2,888,0,0,0,0,0,0
2020,NOVEMBER,11,28,Nassau,18,3210,0,0,5995.71,0,110.9,0
2020,NOVEMBER,11,29,Niagara,7,3302.05,201,0,0,1405.09,265.86,0
2020,NOVEMBER,11,30,Oneida,3,2210.1,0,0,225,0,0,0
2020,NOVEMBER,11,31,Onondaga,4,0,0,0,3133.25,0,0,0
2020,NOVEMBER,11,32,Ontario,2,119,0,0,400,0,0,0
2020,NOVEMBER,11,33,Orange,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,34,Orleans,1,0,0,0,334,0,0,0
2020,NOVEMBER,11,35,Oswego,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,36,Otsego,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,37,Putnam,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,38,Rensselaer,7,1620.46,0,0,0,216.75,1088.25,0
2020,NOVEMBER,11,39,Rockland,7,120.66,0,0,782.65,0,2325.04,0
2020,NOVEMBER,11,40,St. Lawrence,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,41,Saratoga,5,0,0,0,0,660.11,543.64,0
2020,NOVEMBER,11,42,Schenectady,1,0,0,0,100,0,0,0
2020,NOVEMBER,11,43,Schoharie,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,44,Schuyler,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,45,Seneca,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,46,Steuben,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,47,Suffolk,51,3534.81,0,0,28727.81,1563.5,6030.79,0
2020,NOVEMBER,11,48,Sullivan,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,49,Tioga,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,50,Tompkins,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,51,Ulster,3,381.25,0,0,1552,0,0,0
2020,NOVEMBER,11,52,Warren,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,53,Washington,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,54,Wayne,1,0,0,0,0,833.87,0,0
2020,NOVEMBER,11,55,Westchester,18,2070.5,0,0,4026,741,3932.07,0
2020,NOVEMBER,11,56,Wyoming,2,0,0,0,1004,0,0,0
2020,NOVEMBER,11,57,Yates,0,0,0,0,0,0,0,0
2020,NOVEMBER,11,66,New York City,553,76044.36,0,0,275627.62,37428.35,52235.5,1307.45
2020,October,10,1,Albany,14,1148.49,0,0,5449.32,313.5,1160.19,0
2020,October,10,2,Allegany,1,0,0,0,0,0,380,0
2020,October,10,3,Broome,5,701.08,0,0,635,0,935.99,0
2020,October,10,4,Cattaraugus,0,0,0,0,0,0,0,0
2020,October,10,5,Cayuga,0,0,0,0,0,0,0,0
2020,October,10,6,Chautauqua,1,0,0,0,893,0,0,0
2020,October,10,7,Chemung,2,442.06,0,0,279.75,0,142.25,0
2020,October,10,8,Chenango,1,0,0,0,500,0,0,0
2020,October,10,9,Clinton,0,0,0,0,0,0,0,0
2020,October,10,10,Columbia,3,375,0,0,688,0,0,0
2020,October,10,11,Cortland,0,0,0,0,0,0,0,0
2020,October,10,12,Delaware,0,0,0,0,0,0,0,0
2020,October,10,13,Dutchess,2,0,0,0,1000,327.84,0,0
2020,October,10,14,Erie,24,3545.05,1941.45,0,6548.11,2621,893.35,0
2020,October,10,15,Essex,0,0,0,0,0,0,0,0
2020,October,10,16,Franklin,0,0,0,0,0,0,0,0
2020,October,10,17,Fulton,0,0,0,0,0,0,0,0
2020,October,10,18,Genesee,0,0,0,0,0,0,0,0
2020,October,10,19,Greene,1,700,0,0,0,0,0,0
2020,October,10,20,Hamilton,0,0,0,0,0,0,0,0
2020,October,10,21,Herkimer,2,0,0,0,350,0,146,0
2020,October,10,22,Jefferson,1,0,0,0,350,0,0,0
2020,October,10,23,Lewis,0,0,0,0,0,0,0,0
2020,October,10,24,Livingston,2,1029.95,0,0,466.25,0,0,0
2020,October,10,25,Madison,3,434.69,0,0,598.88,0,701.66,0
2020,October,10,26,Monroe,47,6129.45,246.4,0,12822.43,7352.35,1346.32,0
2020,October,10,27,Montgomery,1,0,0,0,383,0,0,0
2020,October,10,28,Nassau,33,5877.68,0,0,7338.95,8189.55,2333.59,0
2020,October,10,29,Niagara,6,52,0,0,462,5352.73,367.27,0
2020,October,10,30,Oneida,5,1668.75,0,0,1763.88,0,0,0
2020,October,10,31,Onondaga,9,870.53,0,0,5982.75,559,1227.47,0
2020,October,10,32,Ontario,4,974.75,0,0,889.5,0,831,0
2020,October,10,33,Orange,4,0,0,0,1700,1505.13,0,0
2020,October,10,34,Orleans,2,875,0,0,0,459.1,0,0
2020,October,10,35,Oswego,1,0,0,0,313,0,0,0
2020,October,10,36,Otsego,0,0,0,0,0,0,0,0
2020,October,10,37,Putnam,0,0,0,0,0,0,0,0
