,Draw Date,Amount,cash prize,Location,State,Gender,Win,Jackpot,Unnamed: 2
218,2014-02-14,1000000,,Endicott, NY,M,Y,N,
219,2014-02-07,1000000,,Man, WV,M,Y,N,
220,2014-01-21,1000000,,Garfield Heights, OH,F,Y,N,
221,2014-01-17,1000000,,Waldorf, MD,F,Y,N,
222,2014-01-14,1000000,,Andover, MA,Mixed,Y,N,
223,2014-01-14,1000000,,Greensboro, NC,F,Y,N,
224,2013-12-24,1000000,,Lombard, IL,F,Y,N,
225,2013-12-24,1000000,,Mesa, AZ,M,Y,N,
226,2013-12-20,1000000,,Payson, AZ,M,Y,N,
227,2013-12-17,1000000,,Brownsville, TX,F,Y,N,
228,2013-12-17,1000000,,Niles, MI,F,Y,N,
229,2013-12-17,1000000,,Bethlehem, GA,M,Y,N,
230,2013-12-17,1000000,,Columbus, NE,Mixed,Y,N,
231,2013-12-17,1000000,,Chicago, IL,F,Y,N,
232,2013-12-13,1000000,,Syracuse, NY,Mixed,Y,N,
233,2013-12-13,1000000,,Waterford, MI,M,Y,N,
234,2013-12-13,1000000,,Manhattan, NY,M,Y,N,
235,2013-12-13,1000000,,Eastpointe, MI,F,Y,N,
236,2013-12-10,1000000,,Shelton, CT,M,Y,N,
237,2013-12-10,1000000,,West Yarmouth, MA,M,Y,N,
238,2013-11-26,1000000,,Glendale Heights, IL,M,Y,N,
239,2013-11-26,1000000,,Coram, NY,M,Y,N,
240,2013-11-26,1000000,,Stony Point, NY,F,Y,N,
241,2013-11-19,1000000,,Holbrook, MA,Mixed,Y,N,
242,2013-11-15,1000000,,Irondequoit, NY,F,Y,N,
243,2013-11-12,1000000,,Floral Park Village, NY,Mixed,Y,N,
244,2013-11-01,1000000,,Fort Stockton, TX,F,Y,N,
245,2014-12-12,928084,,Los Angeles, CA,F,Y,N,
246,2014-02-04,910781,,Whittier, CA,M,Y,N,
247,2017-06-16,906649,,West Covina, CA,M,Y,N,
248,2016-03-01,802153,,Temecula, CA,F,Y,N,
249,2016-05-20,750207,,Cupertino, CA,M,Y,N,
250,2015-03-31,672000,,Oakley, CA,M,Y,N,
251,2014-11-04,597933,,Stockton, CA,Mixed,Y,N,
252,2018-05-04,570123,,Los Angeles, CA,Mixed,Y,N,
253,2014-02-14,505010,,Los Angeles, CA,Mixed,Y,N,
254,2013-10-25,479070,,Palmdale, CA,M,Y,N,
255,2014-05-09,468905,,Alameda County, CA,F,Y,N,
256,2014-11-18,463395,,San Jose, CA,F,Y,N,
257,2014-03-04,421811,,San Jose, CA,F,Y,N,
258,2013-11-05,410115,,Oceanside, CA,M,Y,N,
259,2014-10-17,274279,,Inglewood, CA,M,Y,N,
260,2021-01-01,50000,,Woodbine, MD,M,Y,N,
261,2019-12-06,50000,,Newport, NC,M,Y,N,
262,2021-02-09,40000,,Crawfordsville, IN,M,Y,N,
263,2021-09-21,30000,,Baltimore, MD,M,Y,N,
264,2021-01-22,20000,,Riverside, RI,F,Y,N,
